filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc 11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
ballad.001.wav,279,0.30150226,0.09330018,0.18466094,0.01172934,1963.542133836332,784310.7380525945,2297.176669232857,273473.56377524004,4334.4815882240855,3867463.4997512097,0.07653193836596697,0.07067480077591486,-0.0023023312,0.03235768,-0.0023307742,0.00509374,66.25600961538461,0.62965834,0.04079147,0.60094506,0.021600181,0.43975693,0.013189464,0.5554324,0.020706333,0.5335575,0.017620075,0.51531804,0.020182338,0.51783043,0.023645503,0.5457874,0.014809028,0.5963778,0.01334686,0.5239281,0.015469072,0.49955404,0.015876118,0.54429835,0.014749629,0.4843635,0.0156011535,0.5063916,0.015124728,0.3743817,0.012326498,0.41011792,0.011569884,0.4472259,0.016688075,0.43934283,0.013555549,0.434458,0.020870656,0.5016137,0.013605567,ballad
ballad.002.wav,255,0.33713946,0.089829795,0.18368001,0.009117498,1725.9844390554965,669023.9383716297,2128.629147171671,314091.6755945044,3580.2640065571095,3800151.730173311,0.06755340504131106,0.06298994250863565,-4.442516e-07,0.028351314,-7.2864907e-07,0.0052945707,135.99917763157896,0.63134646,0.037310246,0.5843503,0.022281408,0.43890202,0.02791189,0.52244496,0.020787656,0.4444574,0.024927747,0.54540366,0.014102501,0.48582685,0.019864231,0.561273,0.01800624,0.551781,0.01447117,0.66023123,0.013394532,0.52259696,0.02222369,0.5669005,0.023342194,0.4820887,0.021092216,0.58143103,0.014704102,0.43326536,0.01516307,0.436383,0.012802997,0.383816,0.0129874125,0.4303621,0.0120140705,0.43598157,0.01536312,0.4558342,0.015024888,ballad
ballad.003.wav,259,0.3265231,0.087576926,0.16984631,0.007829768,2367.544638882647,717853.0437440312,2568.84263941995,153526.98789302708,5253.794772240423,2681567.0281036133,0.10503118278967649,0.09399963343147816,-4.642808e-06,0.02053447,-7.7968056e-05,0.007869752,123.046875,0.6871961,0.027753308,0.58628637,0.014399995,0.42812788,0.018684665,0.4839942,0.014909429,0.58970517,0.016379906,0.51476485,0.01426924,0.5565654,0.01920202,0.5628395,0.013351156,0.62269366,0.016549885,0.6228799,0.013723495,0.57734597,0.015095751,0.6216576,0.01781287,0.49679133,0.015241287,0.6138545,0.015635964,0.4706459,0.013061836,0.5994596,0.0150666395,0.5945273,0.013845099,0.54044914,0.0117226,0.465534,0.012815376,0.5244156,0.015153436,ballad
ballad.004.wav,256,0.31785667,0.096260905,0.2800538,0.02093203,2114.6699463229293,707448.9780862152,2368.320463794081,334406.5952204721,4602.7714486158,3719265.2417959343,0.08392241037436549,0.07687943941132205,-6.2280683e-06,0.059177622,-0.00015011177,0.017179733,117.45383522727273,0.70187676,0.039240476,0.60562295,0.016496973,0.39668566,0.0155130215,0.5743093,0.024488563,0.4989898,0.017536767,0.52581406,0.021500435,0.50501674,0.017357247,0.5685169,0.017028352,0.5291684,0.012681266,0.4981663,0.018386276,0.5666901,0.01982887,0.47363886,0.019558448,0.48565525,0.017146694,0.4458718,0.015416367,0.46662393,0.01687537,0.5431988,0.018539919,0.45167696,0.017900223,0.47469938,0.022656739,0.5020938,0.0141639,0.45309782,0.018838033,ballad
ballad.005.wav,260,0.31730264,0.086281985,0.1297565,0.0050151283,1831.4431279628361,663532.4845506005,2098.729333931545,258789.27697784777,3734.9090790682835,3139169.387057931,0.0837553112208578,0.07674035906315503,8.358143e-05,0.014010939,5.5111086e-05,0.0026374978,66.25600961538461,0.6775375,0.035395324,0.60439646,0.024430664,0.5616706,0.010482133,0.61624074,0.017099245,0.4998472,0.01911231,0.63148713,0.015993206,0.49907374,0.017064651,0.5315128,0.015571231,0.63680834,0.016154775,0.58760303,0.016316572,0.43584377,0.01695824,0.5876566,0.012574603,0.4908115,0.012434462,0.47396752,0.011801423,0.54899454,0.013117517,0.4872324,0.014569166,0.42357177,0.01255865,0.4417426,0.01140756,0.4620868,0.015345449,0.49131763,0.017491022,ballad
ballad.006.wav,297,0.32245556,0.092760794,0.15883262,0.0059831287,1686.940745916936,931530.5601489492,2109.4512793869085,379308.7349571578,3481.9281942478524,4352495.117459045,0.07026750063456733,0.06532997898913842,-8.313488e-05,0.02176858,-0.00030933743,0.0037638806,103.359375,0.6537206,0.022717904,0.682934,0.013432652,0.5208386,0.010263576,0.47574258,0.017130936,0.6017972,0.014994469,0.64121413,0.01636738,0.40267748,0.01981746,0.52607393,0.015957588,0.56146723,0.01793523,0.4624217,0.019393869,0.5720713,0.02150129,0.44013882,0.017923998,0.50075865,0.015973633,0.4137752,0.01565182,0.42634916,0.01214024,0.3625298,0.012337412,0.44158727,0.015429556,0.4247189,0.01780932,0.49440145,0.015392238,0.43106204,0.011009207,ballad
ballad.007.wav,246,0.29559985,0.08968894,0.22349268,0.01742461,2064.520415197379,872529.9309386846,2308.627978919517,442572.4542947798,4546.898006971459,4246640.284891149,0.08928581922896098,0.08131386171357428,6.2179183e-06,0.04016394,-4.1063402e-05,0.0108400555,135.99917763157896,0.6739367,0.049007397,0.6030176,0.016723579,0.4814097,0.015328903,0.59745467,0.015473179,0.55305237,0.021496827,0.527387,0.020519707,0.5972181,0.017896112,0.47419795,0.01823401,0.5497005,0.012255364,0.52346957,0.02277261,0.54033625,0.018579895,0.53434944,0.022166077,0.54282403,0.015699994,0.4677055,0.017971737,0.46587688,0.016328719,0.48730773,0.021540811,0.49027014,0.014468234,0.4555209,0.01600441,0.47138858,0.015076791,0.4778516,0.028525548,ballad
ballad.008.wav,250,0.3209908,0.08954842,0.2399028,0.014426161,1866.7833405910999,965238.608441087,2254.747786899613,551296.570229524,4205.8779888868,5584590.500834204,0.07013660305211034,0.065217459964421,-4.0167204e-05,0.049355157,-0.0005637861,0.007442398,151.99908088235293,0.67538035,0.044040553,0.62031025,0.022671383,0.45854658,0.022147918,0.5961339,0.022944149,0.51894945,0.017045887,0.46168292,0.022294518,0.59795594,0.013995028,0.48407382,0.020871105,0.5133231,0.02229433,0.498114,0.022953808,0.5345619,0.017595094,0.4897144,0.01963729,0.48222074,0.019073656,0.5081704,0.015207394,0.44717038,0.019878322,0.48865858,0.01409907,0.44215256,0.01949562,0.5537278,0.019006895,0.42987433,0.014617375,0.536912,0.019765984,ballad
ballad.009.wav,274,0.30096895,0.08919408,0.16374843,0.006840658,2129.570918394203,865177.6999493224,2332.3191210108357,328057.56647096126,4697.14701855246,4157825.9935088702,0.08944471204603041,0.08144435553303313,-0.004152902,0.02350711,-0.0029568663,0.0038065305,135.99917763157896,0.6797237,0.035754114,0.62668145,0.015057022,0.40752104,0.022412356,0.49707922,0.021550298,0.6145731,0.015198836,0.5170875,0.018331403,0.46702746,0.017128505,0.5991257,0.015752543,0.6327099,0.016687373,0.42131108,0.01907778,0.58900553,0.018214185,0.54949415,0.017923929,0.40957144,0.015123374,0.4957786,0.015030153,0.42154905,0.012177041,0.47527757,0.012265123,0.51241195,0.012182945,0.38857797,0.011914354,0.44907624,0.013950689,0.41347143,0.015646325,ballad
ballad.010.wav,235,0.2679611,0.08855579,0.21708634,0.011896742,2087.703445022581,793471.4213879614,2423.462938339648,431199.8402766384,4763.540238675848,4413262.560268071,0.08059639942968595,0.07410061982865643,-8.244387e-08,0.0426552,-0.00014179604,0.00641695,143.5546875,0.6683691,0.040505935,0.5647158,0.019358724,0.46117395,0.013947406,0.5004868,0.022222128,0.5212674,0.02001657,0.5861957,0.01451461,0.5742882,0.01985588,0.5046962,0.020969382,0.58016425,0.014234012,0.56111354,0.016904408,0.47946995,0.015001046,0.48779374,0.021959474,0.4949613,0.01557272,0.563419,0.021350706,0.39939174,0.0125473775,0.57859534,0.012786146,0.4322196,0.013403862,0.44265142,0.021864928,0.49426496,0.013515971,0.43777758,0.014464645,ballad
